id	gene_ontology_i_ds
g3337	GO:0000139; GO:0005886; GO:0016021; GO:0016409; GO:0018345; GO:0019706
g4727	GO:0000139; GO:0005085; GO:0005730; GO:0005802; GO:0005829; GO:0007030; GO:0010256; GO:0015031; GO:0016363; GO:0030532; GO:0030837; GO:0032012; GO:0034237; GO:0034260; GO:0048471; GO:0090284; GO:0090303; GO:2000114
g6449	GO:0003964; GO:0006313
g5617	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g6727	GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0046872; GO:1990837
g2447	GO:0003964; GO:0006313
g1506	GO:0005615; GO:0005634; GO:0005764; GO:0006631; GO:0016810; GO:0017040; GO:0017064; GO:0030216; GO:0046512; GO:0046513; GO:0046514; GO:0050810; GO:0062098; GO:0071356; GO:0102121
g3930	GO:0003964; GO:0006313
g3137	GO:0003964; GO:0006313
g7798	GO:0003964; GO:0006313
g4373	GO:0000132; GO:0001736; GO:0001737; GO:0001745; GO:0001751; GO:0005109; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007298; GO:0007367; GO:0007391; GO:0007435; GO:0008045; GO:0008585; GO:0008587; GO:0016201; GO:0016477; GO:0019904; GO:0030159; GO:0030707; GO:0031290; GO:0032231; GO:0035019; GO:0035159; GO:0035309; GO:0035317; GO:0035556; GO:0042067; GO:0045179; GO:0045773; GO:0048076; GO:0048477; GO:0048675; GO:0048730; GO:0050770; GO:0060070; GO:0060250; GO:0060914; GO:0070300; GO:0090163; GO:1902669; GO:1990909
g5664	GO:0005509; GO:0005887; GO:0007156; GO:0016339; GO:0044331; GO:0098609
g2869	GO:0000139; GO:0005765; GO:0005769; GO:0005794; GO:0006623; GO:0006886; GO:0006896; GO:0008089; GO:0010008; GO:0016020; GO:0016182; GO:0016183; GO:0016192; GO:0030123; GO:0032438; GO:0035646; GO:0035654; GO:0036465; GO:0043195; GO:0045944; GO:0046907; GO:0048007; GO:0048490; GO:0048499; GO:0051138; GO:0060155; GO:0061088; GO:0072657; GO:0098794; GO:0098830; GO:0098943; GO:0098978; GO:1903232; GO:1904115
g8487	GO:0004674; GO:0004679; GO:0004691; GO:0004712; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0006468; GO:0007314; GO:0007317; GO:0007448; GO:0007476; GO:0007615; GO:0007622; GO:0008103; GO:0008355; GO:0008359; GO:0010628; GO:0010737; GO:0019933; GO:0030425; GO:0032436; GO:0035332; GO:0040040; GO:0042981; GO:0043005; GO:0043025; GO:0044297; GO:0045187; GO:0045879; GO:0045880; GO:0046823; GO:0048477; GO:0048682; GO:0050804; GO:0071361; GO:0106310; GO:2000249
g3069	GO:0003964
g3971	GO:0000977; GO:0001752; GO:0003677; GO:0005634; GO:0006357; GO:0006914; GO:0007458; GO:0007562; GO:0009608; GO:0010629; GO:0030707; GO:0035070; GO:0035075; GO:0040034; GO:0042332; GO:0045944; GO:0046872; GO:0048477; GO:0048808; GO:0048813; GO:0055001; GO:0071390
g4898	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
g6498	GO:0001672; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005882; GO:0006325; GO:0006468; GO:0006974; GO:0007049; GO:0007059; GO:0007283; GO:0018105; GO:0030154; GO:0032435; GO:0035556; GO:0042802; GO:0048471; GO:0071480; GO:0106310
g2933	GO:0003964; GO:0046872
g5183	GO:0005229; GO:0005254; GO:0005654; GO:0005829; GO:0005886; GO:0005887; GO:0006821; GO:0007155; GO:0008237; GO:0009925; GO:0015276; GO:0030054; GO:0031965; GO:0046872
g1598	GO:0003677; GO:0005634
g235	GO:0003964; GO:0006313
g2871	GO:0000139; GO:0005769; GO:0005802; GO:0006623; GO:0006829; GO:0006886; GO:0006896; GO:0008089; GO:0010008; GO:0016182; GO:0016183; GO:0016192; GO:0019882; GO:0030123; GO:0030424; GO:0033365; GO:0035646; GO:0035654; GO:0036465; GO:0043195; GO:0045944; GO:0046907; GO:0048007; GO:0048490; GO:0048499; GO:0051138; GO:0060155; GO:0061088; GO:0072657; GO:0098793; GO:0098794; GO:0098830; GO:0098943; GO:0098978; GO:0099003; GO:1903232; GO:1904115
g8861	GO:0003964; GO:0006313
g6579	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g8114	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872; GO:0071333
g4081	GO:0003964
g4372	GO:0001505; GO:0001932; GO:0001933; GO:0001934; GO:0005109; GO:0005829; GO:0005886; GO:0006355; GO:0006469; GO:0007269; GO:0007409; GO:0007411; GO:0007528; GO:0008013; GO:0010976; GO:0014069; GO:0015630; GO:0016055; GO:0016328; GO:0019899; GO:0019901; GO:0021915; GO:0022007; GO:0030136; GO:0030424; GO:0030425; GO:0030426; GO:0031122; GO:0031267; GO:0031410; GO:0032091; GO:0032436; GO:0032880; GO:0034504; GO:0035176; GO:0035372; GO:0035556; GO:0042802; GO:0043005; GO:0043025; GO:0043113; GO:0043197; GO:0045202; GO:0045944; GO:0048668; GO:0048675; GO:0048813; GO:0050808; GO:0050821; GO:0060029; GO:0060070; GO:0060071; GO:0060134; GO:0060997; GO:0071340; GO:0090103; GO:0090179; GO:0098685; GO:0098793; GO:0098978; GO:0099054; GO:0099173; GO:0150012; GO:1990909; GO:2000300; GO:2000463
g2817	GO:0005049; GO:0005634; GO:0005643; GO:0005737; GO:0006611; GO:0031267
g3767	GO:0003964
g2915	GO:0003677; GO:0005634
g6061	GO:0003964; GO:0006313
g426	GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005794; GO:0005798; GO:0005829; GO:0006623; GO:0008017; GO:0008333; GO:0009267; GO:0010008; GO:0015630; GO:0016020; GO:0016192; GO:0016236; GO:0030123; GO:0030136; GO:0030897; GO:0031902; GO:0034058; GO:0042802; GO:0046872; GO:0048193; GO:0071439; GO:1902501; GO:1902774
g8130	GO:0001661; GO:0001738; GO:0001933; GO:0003779; GO:0003924; GO:0005525; GO:0005737; GO:0005874; GO:0005886; GO:0006897; GO:0006898; GO:0007268; GO:0007291; GO:0007298; GO:0007349; GO:0007424; GO:0007427; GO:0007435; GO:0007612; GO:0007613; GO:0007614; GO:0007637; GO:0008017; GO:0008355; GO:0010508; GO:0016020; GO:0016185; GO:0030198; GO:0030536; GO:0030707; GO:0030838; GO:0030866; GO:0032956; GO:0032970; GO:0034334; GO:0035152; GO:0035186; GO:0036465; GO:0040008; GO:0045202; GO:0046667; GO:0046718; GO:0046843; GO:0048172; GO:0048488; GO:0048489; GO:0048499; GO:0050803; GO:0061883; GO:0070864; GO:0072583; GO:0072659; GO:0072686; GO:0090148; GO:0098793; GO:0150007; GO:0150008; GO:1903475
g8478	GO:0000287; GO:0001669; GO:0001707; GO:0001843; GO:0004672; GO:0004674; GO:0004679; GO:0004691; GO:0004712; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005813; GO:0005930; GO:0005952; GO:0006397; GO:0006468; GO:0010737; GO:0016607; GO:0018105; GO:0018107; GO:0019901; GO:0019904; GO:0030145; GO:0031594; GO:0031625; GO:0034237; GO:0034605; GO:0036126; GO:0043197; GO:0044853; GO:0045667; GO:0046777; GO:0046827; GO:0048240; GO:0048471; GO:0050804; GO:0051726; GO:0061136; GO:0070417; GO:0070613; GO:0071333; GO:0071374; GO:0097546; GO:0106310; GO:1901621; GO:1990044; GO:2000810
g597	GO:0003964; GO:0006313
g4118	GO:0003964
g740	GO:0003964; GO:0006313
g3412	GO:0003964; GO:0006313
g1581	GO:0005244; GO:0005886; GO:0006813; GO:0007623; GO:0008582; GO:0009410; GO:0015269; GO:0016020; GO:0016021; GO:0034765; GO:0043005; GO:0043025; GO:0045211; GO:0045433; GO:0048512; GO:0060072; GO:1900074
g4085	GO:0000785; GO:0001955; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006275; GO:0007492; GO:0031965; GO:0042742; GO:0043123; GO:0045087; GO:0045787; GO:0051151; GO:1900087; GO:1900245; GO:1900246
g466	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0006310; GO:0015074; GO:0044826; GO:0046718; GO:0046872; GO:0075713
g5908	GO:0005886; GO:0016021; GO:0030513; GO:0045684; GO:0051961; GO:0070700
g2466	GO:0005737; GO:0005856; GO:0005886; GO:0032420; GO:0060091
g423	GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005794; GO:0005798; GO:0005829; GO:0006623; GO:0008017; GO:0008333; GO:0009267; GO:0010008; GO:0015630; GO:0016020; GO:0016192; GO:0016236; GO:0030136; GO:0030897; GO:0031902; GO:0034058; GO:0035542; GO:0042802; GO:0046872; GO:0048193; GO:1902501; GO:1902774
g7189	GO:0003964; GO:0006313
g4087	GO:0003723; GO:0005737; GO:0045087
g8891	GO:0003964; GO:0006313
g3645	GO:0001547; GO:0003676; GO:0005654; GO:0005783; GO:0005829; GO:0007283; GO:0008270; GO:0016607; GO:0060041; GO:0072520; GO:1990917
g3092	GO:0003924; GO:0005525; GO:0005794; GO:0005795; GO:0005929; GO:0006897; GO:0019882; GO:0030030; GO:0030670; GO:0030742; GO:0031267; GO:0031982; GO:0031985; GO:0032418; GO:0043001; GO:0045335; GO:0045880; GO:0048471; GO:0070062; GO:0072659; GO:0090382; GO:0090385
g3318	GO:0003964; GO:0006313
g1027	GO:0001533; GO:0005829; GO:0005856; GO:0016607; GO:0030057; GO:0031424
g4577	GO:0003964; GO:0006313
g5805	GO:0005737; GO:0005794; GO:0005829; GO:0017196; GO:0031416
g8976	GO:0005634; GO:0005694; GO:0006281; GO:0007049
g4114	GO:0003964
g1573	GO:0005249; GO:0006813; GO:0009410; GO:0015269; GO:0016021; GO:0031430; GO:0034765; GO:0040011; GO:0043050; GO:0045202; GO:0045211; GO:0045214; GO:0046928; GO:0048149; GO:0050804; GO:0055120; GO:0060072
g2225	GO:0003964
g9087	GO:0004307; GO:0005789; GO:0005794; GO:0006646; GO:0016021; GO:0046872
g5777	GO:0003677; GO:0003887; GO:0003964; GO:0004523; GO:0006260; GO:0046872
g6586	GO:0000139; GO:0000285; GO:0004674; GO:0004712; GO:0005524; GO:0005829; GO:0005911; GO:0006612; GO:0006661; GO:0008270; GO:0010008; GO:0016308; GO:0016887; GO:0019065; GO:0019886; GO:0030593; GO:0030670; GO:0031901; GO:0031902; GO:0032288; GO:0032438; GO:0034504; GO:0035556; GO:0036289; GO:0042147; GO:0043813; GO:0045121; GO:0048471; GO:0052810; GO:0090382; GO:0090385; GO:0106310; GO:1903100; GO:1903426; GO:1904562; GO:2000785
g2340	GO:0007616; GO:0008344; GO:0042428; GO:0042748; GO:0048512; GO:0050804; GO:0050951; GO:0060586; GO:1900242
g7024	GO:0000278; GO:0003723; GO:0005524; GO:0005576; GO:0005813; GO:0005829; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007052; GO:0007097; GO:0008090; GO:0008569; GO:0016020; GO:0030175; GO:0030286; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0035578; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0070062; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832
g6354	GO:0005856
g4821	GO:0003964; GO:0006313
g5320	GO:0003964
g3098	GO:0005096; GO:0005634; GO:0005737; GO:0043547; GO:0051056
g1333	GO:0005085; GO:0005634; GO:0005654; GO:0005829; GO:0008270; GO:0015630; GO:0016020; GO:0016567; GO:0021785; GO:0021952; GO:0030424; GO:0031267; GO:0031398; GO:0032880; GO:0032922; GO:0042177; GO:0042802; GO:0043231; GO:0050905; GO:0051493; GO:0061630; GO:1902667
g4591	GO:0003964
g5102	GO:0005794; GO:0005829; GO:0005874; GO:0010008; GO:0030334; GO:0031267; GO:0048471
g7027	GO:0000278; GO:0002177; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0007286; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905243; GO:1905832; GO:1990090
g4116	GO:0003730; GO:0005737; GO:0005829; GO:0006417; GO:0007400; GO:0007402; GO:0007405; GO:0007406; GO:0007419; GO:0007420; GO:0008270; GO:0008285; GO:0008356; GO:0008582; GO:0009303; GO:0010629; GO:0014016; GO:0014019; GO:0017148; GO:0030182; GO:0030371; GO:0035282; GO:0043025; GO:0045179; GO:0045180; GO:0045182; GO:0048477; GO:0050767; GO:0055060; GO:0099738; GO:1900242; GO:1902692
g375	GO:0003964
g137	GO:0001822; GO:0003774; GO:0005524; GO:0005794; GO:0005868; GO:0005874; GO:0005886; GO:0005929; GO:0005930; GO:0007018; GO:0007030; GO:0007368; GO:0008569; GO:0009953; GO:0016485; GO:0021522; GO:0030286; GO:0030326; GO:0030900; GO:0031514; GO:0035721; GO:0045177; GO:0045505; GO:0045880; GO:0051959; GO:0060271; GO:0060976; GO:0061512; GO:0070062; GO:0097542; GO:1905515
g808	GO:0003924; GO:0005096; GO:0005525; GO:0005829; GO:0007266; GO:0007415; GO:0016319; GO:0030215; GO:0045792; GO:0050770
g7763	GO:0003964; GO:0006313
g5358	GO:0000791; GO:0001825; GO:0003677; GO:0006368; GO:0006397; GO:0008023; GO:0008380; GO:0010793; GO:0031491; GO:0032968; GO:0034728; GO:0042393; GO:0042789; GO:0045191; GO:0050684; GO:0051028; GO:0051147; GO:0061086
g5357	GO:0000791; GO:0001756; GO:0003677; GO:0006368; GO:0007507; GO:0008023; GO:0031491; GO:0032968; GO:0034728; GO:0035050; GO:0042393; GO:0042789; GO:0061086; GO:0071599
g6135	GO:0003964
g2782	GO:0004698; GO:0004712; GO:0005524; GO:0008270; GO:0106310
g3354	GO:0003964; GO:0006313
g7034	GO:0000278; GO:0000776; GO:0003777; GO:0005524; GO:0005737; GO:0005794; GO:0005868; GO:0005875; GO:0005881; GO:0005938; GO:0006886; GO:0007018; GO:0007051; GO:0007052; GO:0007097; GO:0007098; GO:0007279; GO:0007282; GO:0007294; GO:0007298; GO:0007312; GO:0007349; GO:0007405; GO:0008088; GO:0008090; GO:0008298; GO:0008569; GO:0016319; GO:0030071; GO:0030286; GO:0030723; GO:0031122; GO:0034063; GO:0034501; GO:0035011; GO:0035149; GO:0040001; GO:0040003; GO:0045169; GO:0045197; GO:0045198; GO:0045478; GO:0045505; GO:0046604; GO:0048134; GO:0048311; GO:0048477; GO:0048813; GO:0050658; GO:0051237; GO:0051293; GO:0051642; GO:0051683; GO:0051959; GO:0072382; GO:0098958; GO:1904115; GO:1904801; GO:1990904
g307	GO:0003729; GO:0005634; GO:0007268; GO:0022611; GO:0035206; GO:0045202
g8196	GO:0003964; GO:0006313
g6068	GO:0000209; GO:0005654; GO:0006281; GO:0006511; GO:0006974; GO:0008270; GO:0016607; GO:0045995; GO:0046966; GO:0061630; GO:1901315; GO:2000779; GO:2000780
g467	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
g4538	GO:0004674; GO:0004712; GO:0005524; GO:0005737; GO:0018105; GO:0018107; GO:0032479; GO:0045087; GO:0106310
g3125	GO:0003964
g1564	GO:0005244; GO:0005886; GO:0006813; GO:0007623; GO:0008582; GO:0009410; GO:0015269; GO:0016020; GO:0016021; GO:0034765; GO:0043005; GO:0043025; GO:0045211; GO:0045433; GO:0048512; GO:0060072; GO:1900074
g806	GO:0003924; GO:0005096; GO:0005525; GO:0005829; GO:0007266; GO:0007415; GO:0016319; GO:0030215; GO:0045792; GO:0050770
g8694	GO:0003677; GO:0005634
g7953	GO:0005737; GO:0016567
g8798	GO:0002040; GO:0004843; GO:0005737; GO:0005829; GO:0008234; GO:0010803; GO:0016055; GO:0016567; GO:0032088; GO:0045087; GO:0050728; GO:0060828; GO:0070431; GO:0071797; GO:1990108
g6584	GO:0000285; GO:0005524; GO:0005768; GO:0008270; GO:0008333; GO:0010008; GO:0012506; GO:0016308; GO:0016887; GO:0035556; GO:0046854; GO:0097352
g7449	GO:0003964
g1494	GO:0003677
g7028	GO:0000278; GO:0002177; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0007286; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905243; GO:1905832; GO:1990090
g8820	GO:0003964; GO:0006313
g4828	GO:0006357; GO:0016573; GO:0044545; GO:0046872
g2844	GO:0003964; GO:0006313
g3697	GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0019827; GO:0021915; GO:0035115; GO:0046872
g1122	GO:0003964
g2763	GO:0005765; GO:0005777; GO:0007417; GO:0009791; GO:0021540; GO:0031667; GO:0034198; GO:0042149; GO:0043473; GO:0061462; GO:0061700; GO:0140007; GO:1901668; GO:1904262; GO:1990130
g3121	GO:0003964; GO:0046872
g8197	GO:0000209; GO:0001967; GO:0005524; GO:0005634; GO:0005829; GO:0007566; GO:0007617; GO:0009566; GO:0030175; GO:0061458; GO:0061631; GO:0070459
g5962	GO:0003964
g8888	GO:0003964; GO:0006313
g8952	GO:0005634
g5718	GO:0000785; GO:0003682; GO:0003690; GO:0003712; GO:0003713; GO:0005634; GO:0006357; GO:0014898; GO:0042826; GO:0043565; GO:0045944
g5986	GO:0005096; GO:0005737; GO:0005829; GO:0007165; GO:0030336
g1563	GO:0005244; GO:0005886; GO:0006813; GO:0007623; GO:0008582; GO:0009410; GO:0015269; GO:0016020; GO:0016021; GO:0034765; GO:0043005; GO:0043025; GO:0045211; GO:0045433; GO:0048512; GO:0060072; GO:1900074
g8849	GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005829; GO:0006355; GO:0007527; GO:0009953; GO:0032968; GO:0043565; GO:0046843; GO:0046872
g2343	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
g7720	GO:0005654; GO:0005769; GO:0005794; GO:0005886; GO:0016020; GO:0016021; GO:0030136; GO:0032050; GO:0072583
g7985	GO:0004895; GO:0005887; GO:0007156; GO:0042675; GO:0045177; GO:0046533; GO:0050931; GO:0098595; GO:0098609
g810	GO:0003964; GO:0006313
g3826	GO:0000381; GO:0000977; GO:0000981; GO:0001666; GO:0001764; GO:0005634; GO:0005737; GO:0006357; GO:0007626; GO:0010629; GO:0014043; GO:0021610; GO:0021754; GO:0021785; GO:0042551; GO:0045666; GO:0045667; GO:0045879; GO:0045892; GO:0046872; GO:0060831; GO:0097475
g4411	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g652	GO:0005886; GO:0007156; GO:0007162; GO:0007411; GO:0007420; GO:0009986; GO:0016021; GO:0016338; GO:0030424; GO:0042803; GO:0045202; GO:0048704; GO:0070593; GO:0098632
g7251	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g7187	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0046872
g5153	GO:0000281; GO:0001931; GO:0004722; GO:0004725; GO:0005546; GO:0005634; GO:0005829; GO:0005886; GO:0006470; GO:0006935; GO:0007188; GO:0008285; GO:0014065; GO:0016311; GO:0016314; GO:0022604; GO:0030010; GO:0030041; GO:0031152; GO:0031254; GO:0031257; GO:0031269; GO:0031272; GO:0032060; GO:0034461; GO:0034485; GO:0036051; GO:0036052; GO:0042995; GO:0043327; GO:0045761; GO:0046856; GO:0048015; GO:0048870; GO:0050919; GO:0051272; GO:0051285; GO:0051800; GO:0051896; GO:0071901; GO:1903665; GO:1903669; GO:1990753
g7497	GO:0003015; GO:0005886; GO:0005919; GO:0007391; GO:0008039; GO:0008104; GO:0008366; GO:0016021; GO:0019991; GO:0021682; GO:0035151; GO:0045202; GO:0045216; GO:0048786; GO:0060857; GO:0061343; GO:0072553; GO:0097105
g7984	GO:0004895; GO:0005887; GO:0007156; GO:0042675; GO:0045177; GO:0046533; GO:0050931; GO:0098595; GO:0098609
g3359	GO:0000132; GO:0005737; GO:0005815; GO:0005874; GO:0005875; GO:0051012; GO:0051301; GO:0070840
g7983	GO:0003964
g7253	GO:0000139; GO:0003777; GO:0005524; GO:0005813; GO:0005871; GO:0005874; GO:0006886; GO:0007018; GO:0007049; GO:0008017; GO:0008333; GO:0010008; GO:0016887; GO:0030496; GO:0032438; GO:0032465; GO:0032588; GO:0035459; GO:0043001; GO:0051301; GO:0072383
g3828	GO:0005634; GO:0005654; GO:0005737; GO:0005925; GO:0006919; GO:0010724; GO:0016926; GO:0031965; GO:0032435; GO:0045944; GO:0070139; GO:0070140; GO:0097190
g2065	GO:0002084; GO:0008474; GO:0016020; GO:0016021; GO:0032839
g4380	GO:0005109; GO:0005829; GO:0008013; GO:0032053; GO:0035556; GO:0060070; GO:0060271; GO:0090179
g1904	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g6187	GO:0003677; GO:0005634; GO:0006325; GO:0007049; GO:0034504; GO:0042177
g7947	GO:0004842; GO:0005085; GO:0005737; GO:0005794; GO:0005829; GO:0010507; GO:0016020; GO:0021702; GO:0031175; GO:0050885
g1342	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g528	GO:0003964; GO:0006313
g1897	GO:0000151; GO:0000209; GO:0005737; GO:0005815; GO:0006511; GO:0016021; GO:0031624; GO:0032436; GO:0046872; GO:0061630; GO:0098686; GO:0098794; GO:0098978; GO:0099576
g7509	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
g3506	GO:0003964
g6604	GO:0003964; GO:0006313
g3383	GO:0005783; GO:0007084; GO:0007417; GO:0030176; GO:0035307; GO:0042326; GO:0043066; GO:0051301; GO:0051721
g3200	GO:0003964
g2255	GO:0003964; GO:0046872
g7697	GO:0003676; GO:0008270; GO:0015074
g8671	GO:0004175; GO:0004222; GO:0005886; GO:0008270; GO:0016021
g5492	GO:0003964; GO:0046872
g4567	GO:0001917; GO:0005634; GO:0005783; GO:0005789; GO:0007029; GO:0016021; GO:0030665; GO:0032386; GO:0050908
g8806	GO:0000139; GO:0000421; GO:0005770; GO:0005794; GO:0006914; GO:0008333; GO:0016021; GO:0016197; GO:0031267; GO:0031902; GO:0036020; GO:1901096
g6770	GO:0003964
g7372	GO:0003964
g6771	GO:0003964
g1832	GO:0003964
g7282	GO:0003964; GO:0006313
g6102	GO:0003964
g7375	GO:0003964
g3351	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0009435; GO:1900074
g6395	GO:0003964; GO:0006313
g4918	GO:0005634; GO:0005737; GO:0009820; GO:0031418; GO:0046872; GO:0050590
g4920	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
g4807	GO:0003964; GO:0046872
g5649	GO:0003925; GO:0005525; GO:0005886; GO:0007165
g5929	GO:0018786
g1807	GO:0003924; GO:0005525; GO:0005634; GO:0005856; GO:0005886; GO:0005938; GO:0007015; GO:0007163; GO:0007264; GO:0008360; GO:0009834; GO:0019901; GO:0030865; GO:0031410; GO:0032956; GO:0042995; GO:0090379
g3350	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0009435; GO:0034627
g3294	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
g531	GO:0003677; GO:0005634
g2	GO:0001501; GO:0005509; GO:0005540; GO:0005576; GO:0007155; GO:0007417; GO:0030246; GO:0031012
g7911	GO:0003964; GO:0006313
g5151	GO:0004364; GO:0006749; GO:0018833
g5113	GO:0000381; GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0007548; GO:0010628; GO:0030154; GO:0035222; GO:0036396; GO:0048749; GO:0071011; GO:0080009; GO:0090263; GO:2000737
g3167	GO:0000139; GO:0008376; GO:0016020; GO:0016021; GO:0030206; GO:0032580; GO:0047238; GO:0050510
g8866	GO:0003964; GO:0006313
g1301	GO:0003964; GO:0004519; GO:0006310; GO:0046872
g6911	GO:0003964; GO:0006313
g5281	GO:0003677; GO:0005634
g1973	GO:0005737; GO:0008199; GO:0019310; GO:0050113
g5931	GO:0003964
g1543	GO:0000785; GO:0000976; GO:0000977; GO:0000981; GO:0001228; GO:0001917; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0042802; GO:0045944; GO:0046872; GO:0046983
g4234	GO:0000038; GO:0005324; GO:0005524; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0006633; GO:0006635; GO:0006699; GO:0006869; GO:0007031; GO:0009410; GO:0014070; GO:0015721; GO:0015910; GO:0016021; GO:0016887; GO:0042626; GO:0042760; GO:0042803; GO:0043621; GO:0047617; GO:0140359; GO:1903512
g1465	GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0005783; GO:0006397; GO:0071013; GO:1990904
g4597	GO:0003964; GO:0006313
g5450	GO:0005737; GO:0008270; GO:0019284; GO:0019509; GO:0046570
g3099	GO:0003964
g6890	GO:0003964; GO:0046872
g7863	GO:0003964; GO:0006313
g7862	GO:0005542; GO:0005737; GO:0005739; GO:0005759; GO:0006579; GO:0016491; GO:0035999; GO:0042426; GO:0047865; GO:0050660
g9031	GO:0003964; GO:0006313
g907	GO:0003964; GO:0006313
g7924	GO:0003964; GO:0006313
g4237	GO:0005324; GO:0005524; GO:0005765; GO:0005777; GO:0005778; GO:0005789; GO:0006635; GO:0007031; GO:0009235; GO:0015420; GO:0015889; GO:0015910; GO:0016021; GO:0042626; GO:0042760; GO:0043190; GO:0055085; GO:1990830
g2487	GO:0000175; GO:0003723; GO:0004535; GO:0005730; GO:0005737; GO:0015030; GO:0016607; GO:0017069; GO:0034472; GO:0046872
g5932	GO:0018786
g7747	GO:0005789; GO:0016021; GO:0051604
g402	GO:0001932; GO:0005747; GO:0007420; GO:0008137; GO:0032981; GO:0045333; GO:0048146; GO:0051591; GO:0072593
g7715	GO:0003964; GO:0006313
g1416	GO:0003964; GO:0006313
g5551	GO:0003977; GO:0005634; GO:0005737; GO:0006048
g6573	GO:0000220; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0007035; GO:0008021; GO:0016020; GO:0016241; GO:0016471; GO:0016607; GO:0030285; GO:0042470; GO:0043229; GO:0043231; GO:0046961; GO:0048471; GO:0051117; GO:1901998
